Lipids,OW40_1,OW40_2,OW40_3,OW40_5,OW40_6,OW40_7,OW450_2,OW450_3,OW450_7,OW450_1,OW450_5,OW450_6
"GPSer(23:0/18:3(6Z,9Z,12Z))",2.72311384081975e-5,4.61706410814934e-5,5.00342845978548e-5,5.6139079018388e-5,5.29904821295916e-5,4.78201020596554e-5,4.90375956323602e-5,3.71904498956263e-5,3.40911504233673e-5,3.64888280445278e-5,5.01998704502437e-5,3.80975216641114e-5
"GPSer(23:0/18:4(6Z,9Z,12Z,15Z))",7.88314308068046e-5,1.3977301568035e-4,1.4522444554845e-4,1.35517979673866e-4,1.29329467967438e-4,1.35135647392221e-4,1.48333600084243e-4,1.07031606486333e-4,8.35506595208401e-5,1.04171365776774e-4,1.54165342171194e-4,1.25252214314285e-4
"GPSer(20:0/20:3(8Z,11Z,14Z))",2.79098587819534e-5,6.24053547047006e-5,6.50835061164668e-5,6.62392196663778e-5,6.30999160729983e-5,6.5388171920060807e-05,2.33772528941671e-5,1.59331438314451e-5,8.8275376489761e-6,1.57904007612204e-5,2.823847877019e-5,1.90533536178339e-5
LPC(15:0/0:0),5.93716230945724e-5,3.57717372053738e-5,2.39987591951458e-5,3.21887751606099e-5,4.41184491177785e-5,3.88641971530849e-5,1.53337347893129e-4,3.42824872391766e-5,6.80522619648292e-5,2.30623009338643e-4,9.18364197645227e-5,1.28432926862824e-4
LPC(15:1(9Z)/0:0),1.31816786151366e-5,9.13000729612875e-6,6.75538474954876e-6,7.48266750916139e-6,7.34668239697564e-6,1.26671042036398e-5,1.34796463721762e-5,2.89812845512173e-6,4.01541895875009e-6,1.80709842730844e-5,8.85328000304796e-6,1.29060755609512e-5
LPC(16:0/0:0),5.69201109382597e-5,4.17030893905847e-5,2.07367136171402e-5,2.47977584433778e-5,3.31065376708626e-5,2.22778438372546e-5,1.34645322031634e-5,4.01199814135073e-6,9.00078216014229e-6,2.1786124000481e-5,7.87298345632301e-6,1.28587595752458e-5
LPC(16:1(11Z)/0:0),3.20697212055085e-5,1.32351710024229e-5,1.08344288015672e-5,7.09417814209598e-6,1.6777583483573e-5,2.26538463569563e-5,9.3895846118822e-6,7.22860529899496e-6,1.12795393542324e-5,6.81719781550333e-6,8.83626243499957e-6,6.96966895742268e-6
LPC(16:1(7Z)/0:0),1.48796969526517e-5,4.1250584898481e-6,2.76748117679456e-6,4.89040975555182e-6,6.89834243792515e-6,7.22134602668249e-6,2.37044250041003e-5,5.7430364807052e-6,1.56173186179356e-5,3.89418950452825e-5,1.97780597106948e-5,3.03283683623234e-5
LPC(17:0/0:0),2.45530227134307e-4,1.94396520273585e-4,1.59718641243331e-4,1.93869262137501e-4,2.16535312417438e-4,1.73183371724468e-4,1.84842200692847e-4,4.24604344470476e-5,6.44036643037134e-5,2.3756360786805e-4,9.40490038491928e-5,1.34341971081625e-4
LPC(17:1(9Z)/0:0),1.34385311654976e-4,8.85272922782486e-5,6.86383279306416e-5,1.07739139242181e-4,1.20364231304943e-4,9.31264662888586e-5,9.71197125028535e-5,2.33049634807676e-5,4.27126256260573e-5,1.63070290702239e-4,5.14517902031303e-5,8.4671175058528e-5
LPC(18:0/0:0),4.87797150399686e-5,6.28360048786609e-5,4.19952954201726e-5,4.59956846061083e-5,6.35355809247035e-5,6.48401555240953e-5,3.72935748060196e-5,5.77553509126713e-6,1.81792202509066e-5,4.49896464554246e-5,2.15659754619104e-5,3.45889649334989e-5
LPC(18:1(9E)/0:0),0.00150432774794119,0.0010317043744032,0.00113735091140146,0.00123774771827664,0.00130687100100917,0.00110007303271685,0.00178872807499252,9.59419718691758e-4,0.00139066951059897,0.00266202079041134,0.00106772465743609,0.00157501531291536
LPC(18:1(9Z)/0:0),4.83728704707453e-5,1.95025605347287e-5,1.56787319222986e-5,1.39939506389321e-5,1.3553042125177e-5,1.89166324868111e-5,4.77822776157758e-5,1.60254317450039e-5,2.46521171342742e-5,7.2464938136192e-5,3.37593454016659e-5,2.44704365016081e-5
"LPC(18:2(9Z,12Z)/0:0)",1.13345126572502e-5,3.00013009141993e-6,2.78977798560825e-6,8.47050575274976e-6,9.33272077322416e-6,5.78381105685085e-6,1.42159720137713e-5,3.72111989997867e-6,6.90520774949011e-6,1.7803119246868e-5,7.5851176991414e-6,1.30513756197037e-5
"LPC(20:2(5Z,8Z)/0:0)",2.83504754977753e-5,1.55242062122126e-5,1.00951109665299e-5,1.03826968957809e-5,1.27597977912636e-5,1.54903259543148e-5,5.26966712757104e-5,9.4409812900957e-6,1.7109257184596e-5,6.25633246575272e-5,2.914895857723e-5,3.80582304635387e-5
"LPC(20:3(8Z,11Z,14Z)/0:0)",2.5195481310573e-5,6.93808956790057e-6,9.33248983519968e-6,3.03646601728804e-5,2.52220728235086e-5,1.10220761005461e-5,6.38616517380339e-6,1.11795493043992e-6,2.43681495136879e-6,1.31539603225952e-5,3.12556458816095e-6,5.87103543289875e-6
"LPC(20:4(5E,8E,11E,14E)/0:0)",1.71736823868599e-4,1.1386439689212e-4,8.86452625436833e-5,1.00667986817446e-4,1.15836452898727e-4,1.33880600005469e-4,1.21746213254633e-4,3.06080475144942e-5,5.76434225324388e-5,1.32003630107273e-4,8.54690315955844e-5,9.454875032855e-5
"LPC(20:4(5Z,8Z,11Z,14Z)/0:0)",3.93487470914877e-5,2.04242237027385e-5,2.11064309333872e-5,4.23672993324553e-5,3.99784447768636e-5,2.94219806840393e-5,1.94131994667592e-5,5.87460643537972e-6,1.11956376786739e-5,2.04790758388235e-5,1.31143419772617e-5,2.11603920472433e-5
"LPC(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",7.94686419138267e-4,4.72199057444253e-4,4.24178694643213e-4,4.03303481758357e-4,4.49182471443683e-4,5.85381027388262e-4,7.00607481342119e-4,2.87518024104103e-4,4.81443478929158e-4,7.18331110064214e-4,5.26032750406039e-4,6.19020963164965e-4
LPE(16:0/0:0),4.31338548187268e-5,3.53677876877319e-5,2.44278586853678e-5,2.0290796329921e-5,4.23619705985116e-5,7.21559613194813e-5,1.93326278128137e-5,2.53814130195669e-5,1.6699219241752e-5,1.60238253393617e-5,2.62394110476669e-5,3.25321439053417e-5
LPE(17:0/0:0),1.41983321851036e-4,1.59037511852893e-4,1.3963464389352e-4,9.27027505562827e-5,1.03374353627932e-4,1.5217157579777e-4,1.61323979648168e-4,1.61434293333164e-4,1.10144011132876e-4,9.92376491768813e-5,2.20129440269217e-4,1.2204094058375e-4
LPE(18:0/0:0),0.00109258571570739,7.53962472410077e-4,8.22309088553514e-4,7.5182136168214e-4,8.79576544831315e-4,9.17593611381069e-4,6.52237060857263e-4,6.13619073216433e-4,5.18907370752412e-4,5.46313617494743e-4,5.89733775017713e-4,5.49572420637184e-4
LPE(18:1(11E)/0:0),4.38360596444341e-5,7.45281382057581e-5,5.42571049926773e-5,2.3814642552048e-5,2.32913464727209e-5,9.07845606123103e-5,7.69623441305259e-5,8.24905101191468e-5,4.25915126898297e-5,4.5956375621688e-5,9.02117436910001e-5,6.03793561783549e-5
LPE(18:1(11Z)/0:0),1.46451250865486e-4,1.37014227264041e-4,1.37258029546003e-4,1.24372948228248e-4,1.25038128783341e-4,1.6194917158158e-4,2.32513375517123e-4,2.40123211317638e-4,1.77578849240084e-4,2.04584112687774e-4,2.186602574117e-4,1.82126225181167e-4
LPE(20:1(11Z)/0:0),1.26276434546116e-5,1.40451334001864e-5,9.18364192243225e-6,8.39520639907489e-6,9.3809746585664e-6,1.18466023121244e-5,1.19094467245221e-5,1.41349925685183e-5,7.6033878343057e-6,8.82691803554869e-6,1.29809508076975e-5,9.63516892641801e-6
LPE(22:1(13Z)/0:0),5.11015426463867e-5,2.94754238989768e-5,2.59233586660933e-5,4.42787453225157e-5,4.21765219041005e-5,3.34334870674522e-5,6.97853158429041e-5,1.9084651231784e-5,3.27023977985484e-5,1.27120901224429e-4,3.64820225013332e-5,7.15358738597378e-5
"LPE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",8.67680774890533e-6,7.06003778871746e-6,5.54528572131385e-6,6.25778245825275e-6,7.8428956819413e-6,5.56215283101993e-6,7.59233297251982e-6,8.71214768601138e-6,6.65691875001903e-6,8.63356824830212e-6,6.66965397616419e-6,6.83957766504359e-6
LPE(P-18:0/0:0),0.00123454269126569,8.79949993143875e-4,0.0012156471076758,0.00114804925009852,0.00126902291923132,0.00115595307487392,0.00105489211200188,0.00101621420539709,0.00101220790058378,0.00105994479251248,8.90005304361217e-4,9.98329669969685e-4
MG(16:0/0:0/0:0)[rac],3.17917770622855e-5,2.89197674753454e-5,3.45761690391016e-5,5.2156474043959e-5,4.32649737242664e-5,3.49471510726248e-5,3.84861506786885e-5,4.69352605407628e-5,5.08415033217982e-5,3.67511232848204e-5,2.2718217886738e-5,2.74542189946447e-5
NAE16:0,9.80457514870472e-6,1.5412549307286e-5,1.88892845735984e-5,9.48507283861354e-6,1.2437510668759e-5,1.30940126742667e-5,1.64248109351734e-5,2.4734989524794e-5,1.91288677281288e-5,1.48797628843707e-5,1.03835538864493e-5,1.39635729353358e-5
NAE16:0_C,0.0116782460953025,0.0125392902138267,0.0158684895895481,0.00767675604928184,0.00879411043657337,0.0104084790832637,0.011315310156243,0.0151772782704696,0.0170526337845088,0.0147278467602267,0.0113912516139703,0.0112818734226597
NAE16:1,2.9877186171949e-4,5.11021197459198e-4,6.33449863152392e-4,3.11926233429022e-5,4.27018803382863e-5,2.01953020031919e-4,2.90783423496381e-4,2.04291793931333e-4,3.60689820707458e-4,6.51231538813192e-4,1.53995739674216e-4,2.38460355215655e-4
NAE18:0_C,0.00473513178332001,0.00658374468587638,0.00800596877433097,0.00579958354620623,0.00753581133895607,0.00705336238005124,0.0060900787707737,0.00791810099109101,0.0091275717824279,0.00775597460222236,0.00629455422148652,0.00615874071412645
NAE18:1(9Z),2.28306881951701e-4,1.36662978264908e-4,1.25787773498583e-4,1.56453665985996e-5,2.59668758283155e-5,2.08783356924865e-4,1.6896965021343e-4,1.5128869096183e-4,2.39759441600791e-4,1.54397585208972e-4,1.83368172219707e-4,1.61190480246604e-4
NAE18:1_C,0.00213177462108259,0.00197329647602866,0.00236486438905363,0.00179989153613034,0.00229190845883371,0.00192268697690013,0.00174389830175049,0.00289956621617344,0.00284696843753709,0.00219871529169163,0.0017095907716556,0.00173841207909756
"NAE18:2(9,12)_C",0.00065259846134022405,3.86704402013431e-4,4.2277490835965e-4,1.36394181039854e-4,1.46825378055567e-4,5.41792842125824e-4,3.60085721548228e-4,5.42741914917805e-4,7.26685257068459e-4,4.24777947812232e-4,4.75450037851274e-4,4.70102408809771e-4
NAE18:2(n-6),1.96479055886912e-5,2.32873131701113e-6,9.58551012830024e-6,0,0,1.92528774051086e-5,1.18966347753627e-5,1.44850655594175e-5,2.21567202897782e-5,5.65961615249242e-6,1.72446705519676e-5,1.59840168916993e-5
NAE22:1(13E)_C,0.00125944400376992,0.0031292829823984,7.40752042191265e-4,1.7721217766243e-4,1.42593320827581e-4,0.00130119157709761,5.06313962473474e-4,6.75413131021226e-4,0.00360184997903187,9.19486650562211e-4,5.29099640456974e-4,0.00116774024283922
PA(18:0/0:0),4.24927661568206e-5,3.64518908405541e-5,4.08507604025874e-5,7.27795268374493e-6,1.13531702723947e-5,1.75711838036489e-5,1.84439340083537e-5,5.97125358552757e-6,3.21772101270512e-6,3.78485652975219e-6,2.95399839689115e-5,6.40404952935429e-6
PA(18:1/0:0),1.6828514491061e-5,1.93458415156007e-5,2.22102870801366e-5,9.91781824324617e-6,1.39463046025779e-5,1.64196381381379e-5,1.61395750648757e-5,2.18889706852896e-5,9.39759196607146e-6,1.65654767810334e-5,1.52814140581114e-5,1.04123777881753e-5
PC(16:0/16:0),2.33753898108015e-4,4.27773293666711e-4,2.95987133439383e-4,4.25675824728046e-4,3.25146217440217e-4,4.24775705666908e-4,3.12777735868197e-4,1.65399807453949e-4,1.22749193554559e-4,2.81628342764743e-4,2.64999397341673e-4,2.82287001429923e-4
"PC(17:1(9Z)/20:4(5Z,8Z,11Z,14Z))",0.0557965190234124,0.0991966630275649,0.100626189131768,0.122044154798992,0.108958216797534,0.141854275991848,0.0775456849320482,0.0555347814252532,0.0609106247158557,0.0623884303958549,0.0782555034795031,0.0823094043561034
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",0.037789578704305,0.0646733598810025,0.0579413448370032,0.0677664244268639,0.0581074982213559,0.0819366932751653,0.0746706339569045,0.0492225899925294,0.0498221577419414,0.0547507794982915,0.0710967507945991,0.0721783813060556
PC(P-16:0/14:0),7.20494281408599e-6,4.1406912559234e-6,3.63041209620891e-6,3.47173688489768e-6,2.81784712729871e-6,3.44917285075746e-6,2.85427180905192e-5,8.59972495412404e-6,8.8052623711437e-6,2.42378802645344e-5,1.51896744215424e-5,1.63795354880527e-5
PC(P-16:0/15:0),4.5499964940921e-5,4.05492045234437e-5,3.05639838140372e-5,3.33030882731691e-5,3.44240073273026e-5,4.41560340632264e-5,6.79440490990367e-5,4.54037406434981e-5,5.31127869134281e-5,8.05665962163081e-5,5.37778049046924e-5,7.60222676881032e-5
PC(P-16:0/15:1(9Z)),8.38350060940627e-6,7.6617952021098e-6,7.01403438740494e-6,5.5605499905782e-6,4.82520885101075e-6,6.24202591085999e-6,4.47983926670004e-5,2.22378686451756e-5,2.80100805815133e-5,4.28483572269131e-5,2.89577762878545e-5,3.61404027970616e-5
PC(P-16:0/16:1(7Z)),2.81250086655574e-5,2.87301461921125e-5,2.37407638206893e-5,2.50729001548041e-5,2.26451194189924e-5,2.03234439702114e-5,2.63956935461937e-5,1.12612407423436e-5,9.49501969008544e-6,2.85026301422371e-5,1.73979376119427e-5,2.01512150348217e-5
PC(P-16:0/17:1(9Z)),1.2345111431784e-4,1.62393543279208e-4,1.40296965371682e-4,1.59397489398464e-4,1.49665878328203e-4,1.46588743820159e-4,5.2115637493213e-5,3.89528862539802e-5,3.79052422503019e-5,6.06779239478084e-5,3.89028158102765e-5,5.10748268728008e-5
PC(P-16:0/18:0),1.10448010228429e-5,1.56507378889053e-5,1.048605505214e-5,1.26858044239468e-5,8.05764849335928e-6,1.15445145240823e-5,7.94803841215805e-6,1.78746353166456e-6,1.78487971383697e-6,8.66173958590124e-6,2.33639476377553e-6,5.35879586618258e-6
PC(P-16:0/18:1(9E)),6.05294972700634e-5,5.35534983944272e-5,4.0634721308948e-5,4.21721808394566e-5,3.1176552144247e-5,4.32864933257461e-5,5.71337165073289e-5,1.26158098173377e-5,1.83201756999267e-5,4.58499628853642e-5,2.7282254984303e-5,3.76953374001871e-5
PC(P-16:0/18:1(9Z)),8.48970684202364e-5,9.06132840625855e-5,7.94502470789377e-5,8.97897078238376e-5,8.66730909499768e-5,7.80480938956207e-5,1.21286186557783e-4,8.68100923772105e-5,7.56555391180325e-5,1.40824359217869e-4,8.65821856253773e-5,1.08385341342646e-4
"PC(P-16:0/18:2(9Z,12Z))",1.84821274185498e-5,1.33515360271997e-5,1.28836493148291e-5,1.2339590277531e-5,1.00526511657719e-5,1.12311896417166e-5,3.68248179283033e-5,1.06767605609155e-5,1.16865699837463e-5,3.18400093827498e-5,2.00285418898374e-5,2.40233438552815e-5
PC(P-16:0/20:0),1.33978626465038e-4,8.27172923474739e-5,6.82733488777768e-5,7.58954535598529e-5,6.11214772566851e-5,6.8674091322897e-5,9.51941223546674e-5,4.92528201863468e-5,4.51301854645752e-5,8.67450653293665e-5,6.5372338307441e-5,7.89338180946671e-5
PC(P-18:0/15:0),0.00101190859630511,7.7158272422452e-4,0.00106171435367994,0.00115387218781568,0.00111950713403887,9.81742497914373e-4,9.10566945208138e-4,8.25038743295819e-4,7.61728832920813e-4,0.00110626809635441,8.05809973242566e-4,6.84812781978444e-4
PC(P-18:0/15:1(9Z)),0.00195544402230934,0.00216701956221864,0.00204551773453588,0.00184545657049809,0.00191569350652525,0.0019706048284484,0.00226314842949321,0.00189221935618058,0.00205496217817814,0.00241203708946379,0.00166118957076532,0.00214268781917394
PC(P-18:0/16:0),1.96146990102891e-5,1.98209662935663e-5,1.41811392374235e-5,1.45985303779953e-5,9.63536648507601e-6,1.67644074146032e-5,1.8949702788041e-5,3.52714051243128e-6,4.85715394330322e-6,1.75829878945182e-5,7.98910196245661e-6,1.14255831606297e-5
PC(P-18:0/17:1(9Z)),2.8393670314038e-4,2.7124225597281e-4,2.8819909528654e-4,2.66538784641252e-4,2.32157355666747e-4,3.0155744285236e-4,1.67084841660119e-4,6.67926925033509e-5,6.23844439863085e-5,1.49660420159042e-4,1.0840103047921e-4,1.33738424011957e-4
"PC(P-18:0/17:2(9Z,12Z))",2.39492219533524e-5,3.12950765692083e-5,2.20046283481359e-5,1.97298965195642e-5,1.82274026277668e-5,2.61611442228339e-5,3.48488336227159e-5,9.31512407314503e-6,1.15339259594676e-5,3.21366719328471e-5,1.69306719836992e-5,2.1554587403058e-5
PC(P-18:0/18:1(4E)),0.00216017679011497,0.00219594923120855,0.00232471650414368,0.00219059361475274,0.00215575675299012,0.001857712508253,0.00186786482534137,0.00137388750481715,0.00132625621250378,0.00188661054037667,0.00144135305814549,0.00170684064966048
PC(P-18:0/18:1(9Z)),5.01149753305686e-5,2.30076150827811e-5,2.04136572109749e-5,2.57997607805931e-5,1.92524559004018e-5,2.24442222955704e-5,2.20449642514987e-5,1.29059692053558e-5,9.56474262095189e-6,1.94885356516929e-5,1.39862673529041e-5,1.91450090301521e-5
"PC(P-18:0/20:4(7E,10E,13E,16E))",2.0047321595371e-5,1.02778140889191e-5,1.01760953666312e-5,8.82979424296239e-6,9.01995518684282e-6,6.3050929870514e-6,1.12408329407995e-5,5.98139584972147e-6,5.58234333586541e-6,1.24078395730733e-5,6.37153593022129e-6,7.92565932302881e-6
PC(P-20:0/17:1(9Z)),3.36349504842196e-4,3.41646678323828e-4,3.06169488256382e-4,3.3191790833244e-4,2.76343806692182e-4,3.16219813792373e-4,2.31401932646338e-4,1.14603862876248e-4,1.10900235009552e-4,2.13614930378982e-4,1.52310715233427e-4,1.97488825852756e-4
PC(P-20:0/18:1(9Z)),8.45793900866584e-4,9.86637646775857e-4,8.80572192930154e-4,9.19178442997146e-4,8.26480046291261e-4,9.09238726850838e-4,7.88180172933145e-4,4.47729802633445e-4,4.59020900926144e-4,7.5765777530185e-4,5.54514084709129e-4,6.94899183151766e-4
PC(P-20:0/19:1(9Z)),1.62965644589115e-4,1.76203384379649e-4,1.15703936248763e-4,1.4116576527337e-4,1.03425827841375e-4,1.42812490569261e-4,1.19816657892967e-4,3.91144654988833e-5,3.93810735996088e-5,1.00342306215331e-4,6.73712829537454e-5,9.51240262923178e-5
PC(P-20:0/20:1(11Z)),8.94543276721646e-6,1.05505764759673e-5,8.58087145938562e-6,1.21204324054506e-5,8.11705341654599e-6,1.44987931697014e-5,9.89717894627641e-6,1.71550744169779e-6,2.57235946023682e-6,8.26457281235312e-6,4.34124252789521e-6,7.27686862276015e-6
PE(16:0/19:1(9Z)),3.56054615934474e-4,3.92810447646704e-4,4.96045619582114e-4,6.31294679496486e-4,6.04733527763838e-4,6.0684834390102e-4,4.64134686219022e-4,4.14139350540805e-4,4.80229622944044e-4,4.84910357116876e-4,3.5128455884526e-4,5.82372713507919e-4
PE(18:0/15:0),8.88344430222551e-6,8.86252733149883e-6,6.44766477745357e-6,1.10363502592281e-5,1.06654736618434e-5,9.37142482166319e-6,1.89578529204952e-5,1.63881083605536e-5,2.54500929302645e-5,2.80248980297165e-5,1.70079949767943e-5,2.30367798739438e-5
PE(18:0/19:1(9Z)),3.79872916115418e-5,3.33432747432195e-5,4.1728895026818e-5,1.21031617745704e-4,8.9377119185088e-5,8.50636127017813e-5,6.01773375251367e-5,6.33235185237854e-5,8.04329996807601e-5,6.3838583069262e-5,3.74473107690153e-5,8.01548204313234e-5
"PE(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",1.18863082054681e-4,1.81925340525312e-4,1.46976890409436e-4,1.90741149159367e-4,1.93949215338605e-4,2.00574266224025e-4,1.3447475276491e-4,8.59892872787775e-5,9.41569147628767e-5,1.04308592791817e-4,1.220880862875e-4,1.46809432902364e-4
"PE(18:2(9Z,12Z)/17:0)",2.2769443487128e-4,3.22346900128089e-4,2.86860417836401e-4,4.15850733857304e-4,3.40477667448244e-4,4.38291552756326e-4,4.31475393282204e-4,2.9805803996286e-4,3.52392470948579e-4,3.53700712644214e-4,4.52318533606429e-4,5.44912049000547e-4
PE(19:1(9Z)/18:1(9Z)),8.95756556451782e-5,1.39114145433793e-4,1.22522487060069e-4,1.81069981489683e-4,1.60959576227352e-4,1.72567283798676e-4,2.94974194811619e-4,2.59942550634722e-4,3.07014161750655e-4,3.68021589856445e-4,2.34007180630681e-4,3.91839401086791e-4
PE(P-16:0/17:0),2.50165720672694e-5,6.02989118048562e-5,1.20447192733554e-5,1.87486000602856e-5,2.81736767298678e-5,2.19013354562979e-5,7.95112383169115e-5,1.69278442270336e-5,2.51053114529836e-5,4.03809336417993e-5,5.52193404799497e-5,3.62668631312145e-5
PE(P-16:0/18:0),0.00139090185774381,0.00245158259348569,0.00128495125005168,0.00148740904577152,0.00151246983413024,0.00180573806705793,0.00251704192339239,0.00147442979208911,0.00115894714531322,0.00205191979842392,0.00255722343165846,0.0020131113490655
"PE(P-16:0/20:3(5Z,8Z,11Z))",2.58031061218415e-4,3.75991455412706e-4,2.37416801693624e-4,1.68230757235674e-4,1.99047814269837e-4,3.04180316944412e-4,2.47481669926415e-4,1.20754197137118e-4,1.05424136395776e-4,1.90047538327648e-4,1.88147750282678e-4,1.87475441543408e-4
PE(P-18:0/15:0),4.55565235052986e-4,5.00159688290187e-4,2.74905845720247e-4,4.89140994609829e-4,3.95039600763225e-4,5.31965045537912e-4,0.00116080928174735,6.52303946864415e-4,6.81583340214834e-4,7.03408663911953e-4,0.0017333087443974,0.00121762080906493
PE(P-18:0/16:1(9Z)),8.68069761518273e-4,0.00127140410902285,7.55207022457288e-4,6.89516863369223e-4,6.96579766692133e-4,9.38509506117346e-4,0.00294719670688126,0.00165447437598157,0.00097719514906462711,0.00181007444284409,0.00255530868662269,0.00185052920777028
PE(P-18:0/17:0),5.08778401851818e-4,6.45315945534738e-4,4.95678821523264e-4,6.51393962851065e-4,5.678404698272e-4,6.73700314500561e-4,6.70723399031433e-4,5.031063440987e-4,3.55443984355726e-4,5.96913661190878e-4,8.72205982330767e-4,6.93012743099727e-4
PE(P-18:0/17:1(9Z)),0.00104586458365329,0.00163921533517367,0.0011824936260784,0.00163740631341853,0.00144018157802807,0.00148222886369313,0.00202659023906456,0.0016568007909464,0.00101090557091982,0.00197551931575196,0.0032552586109586,0.00211934818780457
"PE(P-18:0/17:2(9Z,12Z))",5.21305103005712e-5,5.06288516509964e-5,3.64907178687561e-5,3.71425883744255e-5,5.56072164617072e-5,4.99732962268871e-5,1.74065823141912e-4,1.17074860276368e-4,6.96256590846459e-5,1.28939235834538e-4,2.77625159837984e-4,1.61931772674599e-4
PE(P-18:0/18:0),0.0137298732146704,0.0182157451528729,0.0155580153029097,0.0164136546854964,0.0150674295427751,0.0182852471096632,0.014501408189329,0.0122257255889449,0.0102796401931515,0.0121152387966332,0.0133587989927888,0.0143027513941302
PE(P-18:0/18:1(11E)),0.0398423507572871,0.0509506434848938,0.0444973998855682,0.0505210911709518,0.0459222320446651,0.0507322311881201,0.0444924832626287,0.0378465442003627,0.0341840389703533,0.0391669917012939,0.0507598949182601,0.0446093492934401
"PE(P-18:0/18:2(6Z,9Z))",0.0138049738629459,0.0193288355304059,0.0125698943719924,0.0150229242375027,0.0148637763883854,0.0158537523623151,0.0113577179976681,0.00829737809454571,0.00762584774278811,0.0105867785185394,0.0153687799917197,0.011355245837195
"PE(P-18:0/18:2(9E,10E))",0.00874776338169213,0.00863268815342455,0.00606310366765808,0.00674914880669979,0.00734212010131734,0.00703019292153748,0.0123094675109588,0.00720708229813291,0.00921726430045117,0.0117416418830005,0.0128689731122768,0.0112179487159836
PE(P-18:0/19:0),2.06417180493034e-4,2.33613185821872e-4,1.99963828884713e-4,2.88349181526376e-4,2.63140204596587e-4,2.96857310853972e-4,1.6609672940508e-4,1.62325280063295e-4,1.4372189436342e-4,1.58638641789782e-4,1.66353811714347e-4,1.94481205715726e-4
PE(P-18:0/19:1(9Z)),6.74427002091339e-4,7.34192305599082e-4,5.95316614742959e-4,9.87326406736997e-4,7.85361053915074e-4,9.6075156210557e-4,5.63346417811542e-4,5.2611736733379e-4,3.84264452989843e-4,5.58112262288727e-4,6.9531044354094e-4,6.75383980024805e-4
PE(P-18:0/20:1(11Z)),5.7266067274916e-5,6.89655778011897e-5,5.7100441810865e-5,1.19928646984502e-4,6.89401901399589e-5,1.18658455749145e-4,4.64869247226243e-5,5.38202716991943e-5,5.29713027839684e-5,6.53966801390639e-5,5.51245313337373e-5,7.25226389978747e-5
"PE(P-18:0/20:2(5Z,8Z))",5.98321218395204e-4,7.77837301269021e-4,5.8085277824198e-4,8.70888522905702e-4,7.04592845000552e-4,8.89661867967843e-4,4.3149084627268e-4,3.40037110893888e-4,2.6888151008187e-4,3.16923868212094e-4,5.05569240437566e-4,4.69019185214381e-4
"PE(P-18:0/20:3(5Z,8Z,11Z))",0.00198678433771954,0.00424446771831474,0.00279889666820217,0.00428011477037513,0.00389169697619485,0.00425181633316241,0.00191949678118433,0.00139241332090651,9.11928771509999e-4,0.00169541534408324,0.00276567874866899,0.00202257943379515
"PE(P-18:0/20:4(5E,8E,11E,14E))",0.00282352452734593,0.00661762202342538,0.00374299022563223,0.00481074230911788,0.00484826721138085,0.0049656729847961,0.00279937802590221,0.00182208091390048,0.00133817063517942,0.00233103755131621,0.00345732457115852,0.00259193323936504
"PE(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))",0.00618355431133948,0.0103744888289663,0.00605611812335975,0.00766980468133235,0.0079638292689159,0.00759468023302695,0.00766985890208342,0.0043689883765757,0.00390824992065879,0.00544107749040782,0.0100069880049711,0.00639000803592236
PE(P-20:0/15:1(9Z)),3.08110050635769e-4,3.75297236666911e-4,2.69557315769823e-4,2.48572331418125e-4,2.98163559495102e-4,2.96674904137406e-4,5.594945579512e-4,4.6124969449813e-4,3.82499804614702e-4,5.79509448962047e-4,7.70506174681279e-4,5.92156795784496e-4
PE(P-20:0/17:1(9Z)),0.00125705564846396,0.00175435343921786,0.00149439668796788,0.00175325020348565,0.00166707704096673,0.00164456816135818,0.00125229026027169,0.00106279251708006,8.50088599443575e-4,0.00105392260703204,0.00154076943521376,0.00139222841269325
"PE(P-20:0/17:2(9Z,12Z))",6.03685081810329e-4,7.63896773370869e-4,6.09431461129966e-4,6.94988238664884e-4,6.84697106613829e-4,6.83085698169118e-4,4.72341670985957e-4,3.90654489268019e-4,2.96895799305111e-4,4.17273506020267e-4,7.15586396741633e-4,5.39838756742562e-4
PE(P-20:0/18:1(11Z)),1.51521368976161e-4,2.58004899226729e-4,1.5863539710656e-4,2.22953783873019e-4,2.19987201757772e-4,2.30171565218873e-4,9.17117546887945e-5,5.75391420985953e-5,4.04753508588284e-5,5.21203324077513e-5,7.59422789663039e-5,8.16307266495084e-5
"PE(P-20:0/18:2(6Z,9Z))",1.56698217575223e-4,3.52489539982484e-4,2.33374775681299e-4,2.75175192306008e-4,2.74378460920586e-4,2.86214270155997e-4,7.99405165119623e-5,3.1740785055309e-5,3.37097610196103e-5,5.12446916129385e-5,6.9269949255573e-5,5.87743536958924e-5
