Lipids,OW40_1,OW40_2,OW40_3,OW40_5,OW40_6,OW40_7,OW450_2,OW450_3,OW450_7,OW450_1,OW450_5,OW450_6
"GPCho(18:3(9Z,12Z,15Z)/18:2(6Z,9Z))",6.84105379279817e-4,9.37841413668466e-4,6.92870571170894e-4,6.64963501699834e-4,8.29485614970919e-4,9.10608836469613e-4,5.68220963047728e-4,2.8037612053364e-4,3.02095926012635e-4,4.48015728936e-4,3.1269053555214e-4,4.51548042292799e-4
"GPCho(18:3(9Z,12Z,15Z)/18:2(9E,10E))",2.84667071058858e-4,3.6791344316938e-4,2.92773578463646e-4,2.8099619167905e-4,2.78246112800538e-4,3.15137022617993e-4,2.48355812313031e-4,1.08507422416508e-4,1.24274739940567e-4,2.27034080485393e-4,1.51528953830694e-4,2.25853820153417e-4
"GPCho(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",2.85570989703487e-4,3.8169113096584e-4,2.86574708263248e-4,2.76030841685886e-4,2.51840589510133e-4,3.68263361785326e-4,0.00100305528113089,4.87526500443994e-4,6.13235788221735e-4,8.08284895669676e-4,6.44726357440714e-4,8.17202682536499e-4
"GPCho(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))",0.0015110305677613,0.0019093906235563,0.00183581999076083,0.00191755474195154,0.00180379340209992,0.00190176394804318,0.00166952166422876,0.00113208956995671,0.00120826136787706,0.00167594964361012,0.0011922480990217,0.00154958364885714
GPCho(19:0/16:1(7Z)),0.00305513575355265,0.00330842392639207,0.00370643362704665,0.00348617849992073,0.00359974902684462,0.0034789073768661,0.00294099125018196,0.00249333480551895,0.0026525115572028,0.00321513248632565,0.00233378674797164,0.0027079355970319
"GPCho(19:0/18:3(9Z,12Z,15Z))",3.7887477403114e-5,3.16186608333729e-5,3.77217950138332e-5,4.1931425147629e-5,3.68415445263973e-5,2.97146159016587e-5,5.73504063086762e-5,4.02174043249812e-5,3.39723132841567e-5,6.48078429968526e-5,4.48167630825582e-5,4.98817327754263e-5
"GPCho(19:0/20:4(5E,8E,11E,14E))",3.13457049241369e-5,4.48691112637552e-5,4.39137490343407e-5,5.23145644326756e-5,4.04959694032537e-5,4.27577269088871e-5,4.11504783725883e-5,2.93393274493407e-5,3.29048085261856e-5,4.81384128668856e-5,3.39119337779928e-5,4.31057722941156e-5
"GPCho(19:0/22:5(7Z,10Z,13Z,16Z,19Z))",2.47643033140618e-5,2.9492896734796e-5,2.21010956461045e-5,2.38657221170442e-5,2.36286558151545e-5,2.54414035857615e-5,8.94855228640965e-6,1.92129459325867e-6,3.42969226531458e-6,7.09085355998547e-6,4.43319155206922e-6,4.54204717555549e-6
"GPCho(20:1(11Z)/20:4(5E,8E,11E,14E))",1.8854630186978e-5,2.50579606726821e-5,2.20629664137866e-5,2.95421814491156e-5,2.68465329712734e-5,2.75878364359504e-5,1.81677510344857e-5,9.18259540909279e-6,1.04990425884439e-5,1.82290719284802e-5,1.26907091589728e-5,1.7342818347646e-5
"GPCho(20:1(13E)/18:2(9Z,11Z))",3.8533830265393e-4,3.81385161774855e-4,3.83054250651194e-4,3.45838436601751e-4,3.15936014793809e-4,3.72303641421866e-4,8.386010088256e-4,5.42294975515397e-4,5.82753832431717e-4,8.6131603609706e-4,5.98215332059797e-4,7.09007339714922e-4
"GPCho(20:2(5Z,8Z)/17:0)",0.00103977311835324,0.00116548538994277,0.0011205341124321,0.00124041864049779,0.00113307622977781,0.00114060740973347,0.00127849703862879,0.00119506579747337,0.00116355075533472,0.00149095710372565,0.00102012176341704,0.00123184428287841
"GPCho(20:3(5Z,8Z,11Z)/17:0)",4.42917356185753e-5,7.64313424081573e-5,7.65794582211937e-5,1.01352472456132e-4,6.52436127538656e-5,8.9858853326935e-5,5.37696639993436e-5,2.00473004507152e-5,2.2553085478709e-5,5.14374579117237e-5,3.35393714495863e-5,3.70033343850501e-5
"GPCho(20:3(5Z,8Z,11Z)/19:0)",6.21833099511869e-6,5.78452821612467e-6,5.34041199375467e-6,7.50478360087887e-6,5.90564590906017e-6,4.69086510724309e-6,1.4488850306536e-5,7.65883521133345e-6,7.58450434432746e-6,1.6539241110195e-5,9.68783725153695e-6,1.14450972307841e-5
"GPCho(20:3(8Z,11Z,14Z)/14:0)",2.8660511143073e-5,2.06740715180809e-5,1.89961739157706e-5,1.49069202388456e-5,1.46262428357373e-5,1.92026458776604e-5,1.32098323486435e-4,5.19387300308042e-5,5.84883826084345e-5,1.06800964837357e-4,7.28700517781178e-5,9.6893346107677e-5
"GPCho(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))",0.00621094699550478,0.00661611348519408,0.0071961666687086,0.00674017949572802,0.00694437823912994,0.00611170931780829,0.00786826703463914,0.00758865351466021,0.00716676879751245,0.00832011629895953,0.00620076706355732,0.00711184342193117
"GPCho(20:4(5E,8E,11E,14E)/15:1(9Z))",8.74062427702331e-4,0.00103570081083465,9.87426188596555e-4,0.00103368925122867,0.00106457828505131,0.00112770418738744,0.00188176211920615,0.00128436706630445,0.00144178935356322,0.00180178023635752,0.00140038757891459,0.00175131657903735
"GPCho(20:4(5E,8E,11E,14E)/17:0)",5.59577461907202e-4,7.88600658631261e-4,7.36262675872821e-4,7.55141921695295e-4,7.89525295982758e-4,7.38835014613836e-4,3.11975465515253e-4,1.96640108354945e-4,2.25449144333446e-4,3.14684528947985e-4,2.25661111409985e-4,2.90645859730232e-4
"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/15:1(9Z))",2.17551046908136e-5,2.33307426309548e-5,1.44112514115243e-5,1.42891668926025e-5,1.07637498912675e-5,1.88793023160639e-5,4.27435258796296e-5,1.81468978795831e-5,1.84187207242864e-5,4.46352301513428e-5,2.72573092774188e-5,2.40309542954643e-5
"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/17:1(9Z))",9.79445073279541e-4,0.00112392653652284,0.00114145008974391,0.00109628902165183,0.00110865027605397,0.00113256271106755,0.00110067297926407,6.88760410192931e-4,8.20682400670416e-4,0.0010686788820858,7.63283715435651e-4,0.00100607070070967
"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",1.33604746666274e-5,1.90879532882924e-5,1.00721127074823e-5,1.28439614900741e-5,9.06821168070941e-6,1.42940611894671e-5,5.42154795302855e-5,1.48986948263282e-5,1.344211694922e-5,3.80907755141508e-5,2.87811832119423e-5,3.28675724223731e-5
"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/19:0)",2.62311866171392e-5,4.21560547799491e-5,2.8891067941378e-5,3.97676197353624e-5,2.28980400452039e-5,2.35259928950812e-5,4.66357087562068e-5,1.7391259855634e-5,1.19772278841445e-5,5.17480967550041e-5,3.24564914483992e-5,4.18134367025715e-5
"GPCho(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(7E,10E,13E,16E))",0.00305198028281828,0.00379764780346219,0.00358953255529299,0.00363910617390424,0.00351797201827422,0.00394208437869594,0.00351183383721881,0.00248961038981359,0.0027715220238999,0.00349411968713181,0.00264822458045162,0.0032679649130939
GPCho(22:0/16:1(9Z)),1.17733789517958e-5,1.91436948456596e-5,1.17578759057882e-5,1.66942449111709e-5,1.64609790676013e-5,1.69121361671747e-5,8.41798042564893e-6,2.92863832121385e-6,4.53806499450499e-6,8.53791508360712e-6,5.75377716706174e-6,8.47648971344313e-6
"GPCho(22:5(4Z,7Z,10Z,13Z,16Z)/17:0)",4.4118851595945e-5,5.29711936637828e-5,5.39736114083296e-5,6.13840917200787e-5,5.28474884061515e-5,5.63300747685512e-5,4.30053065835926e-5,2.75863457570951e-5,2.9605340059501e-5,4.86082143560329e-5,3.28341770396922e-5,3.85670662048474e-5
"GPCho(22:5(7Z,10Z,13Z,16Z,19Z)/18:1(9E))",1.2083814161841e-4,1.83897013444204e-4,1.60508493735568e-4,1.93837659631471e-4,1.59998614385591e-4,1.83525343336974e-4,2.84885841537806e-4,1.42457676737576e-4,1.68597688948866e-4,2.73487349795149e-4,1.89609846996394e-4,2.29400988595292e-4
"GPCho(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))",8.22405323841662e-6,4.46201204562683e-6,8.29245970496162e-6,8.39534548296304e-6,1.10283418068238e-5,3.74871033028807e-6,3.33959343103712e-6,1.02710454897702e-5,5.87196558128537e-6,4.83212962112261e-6,2.63849213755327e-6,1.79427929621973e-6
GPEtn(15:0/16:0),1.11412080077059e-5,1.68788429346025e-5,9.14938268226107e-6,9.89433053895661e-6,1.3411796178075e-5,1.54997183370572e-5,3.22282738672313e-5,1.08827484158053e-5,1.51093533408364e-5,1.62313996249725e-5,2.3060698226378e-5,2.16524344022202e-5
GPEtn(15:0/17:0),4.99331666728393e-5,6.49205348988335e-5,5.99358536547394e-5,8.04605350239114e-5,5.19777783977289e-5,6.3942229975418e-5,1.28557735821456e-4,8.1678295206784e-5,8.92436275638554e-5,1.01593574932526e-4,1.56278130992995e-4,1.14812357593302e-4
GPEtn(15:0/18:0),4.61564006510258e-5,6.65585665123894e-5,5.09814977311125e-5,6.27914890765546e-5,6.17281618052014e-5,7.75624402503956e-5,1.09129188168913e-4,5.03516658966302e-5,4.48523285264437e-5,7.65853569833929e-5,7.11538024117253e-5,7.66941143690678e-5
GPEtn(15:1(9Z)/17:0),1.17952776464938e-4,1.64167015067992e-4,1.26290039669631e-4,1.3836074694107e-4,1.45052946931204e-4,1.97707710070984e-4,1.08300357990507e-4,6.84347310629839e-5,7.54260475133076e-5,8.95117803156725e-5,1.26933460768045e-4,1.40053345393944e-4
GPEtn(16:0/17:1(9Z)),2.61761400532962e-4,2.29374290684745e-4,2.28916496336115e-4,2.52278311578345e-4,2.41033267914616e-4,3.1103271796323e-4,6.49222242579634e-5,4.71611349163773e-5,5.68212717500422e-5,5.48514652766063e-5,7.00436084294004e-5,9.06907505923826e-5
"GPEtn(16:0/22:2(13Z,16Z))",3.86452566457559e-5,4.55971747337288e-5,3.94857438972575e-5,4.4182392927054e-5,5.20100878411876e-5,4.88431669167202e-5,9.09717738389413e-5,6.10700780955899e-5,7.25088855065948e-5,7.65774961697144e-5,6.89941173509644e-5,7.18398416132333e-5
"GPEtn(16:1(7Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",7.48467577132733e-6,9.21916960212121e-6,5.46569814166299e-6,4.1277941661448e-6,0,4.51803502154068e-6,3.09094975002273e-5,1.60005295226945e-5,9.57460543675204e-6,1.48016330939208e-5,3.61858555662649e-5,3.42425090023387e-5
"GPEtn(16:1(9Z)/22:2(13Z,16Z))",4.86458525285217e-5,7.20626243580275e-5,5.53647108729147e-5,7.4720283577163e-5,6.44878708688294e-5,8.514891615628e-5,9.15428437357826e-5,6.88395697693097e-5,7.11817932974597e-5,7.431727813014e-5,8.21689165353337e-5,8.44223060115292e-5
GPEtn(17:0/16:0),8.36205479839844e-5,8.36824092342663e-5,7.40483100252308e-5,4.2562351910012e-5,8.07652350903174e-5,9.94032067598979e-5,9.48885472515285e-5,2.76436993862152e-5,4.35741011909233e-5,5.81499271720775e-5,3.28104561444339e-5,5.28569554142047e-5
"GPEtn(17:0/18:2(2E,4E))",4.06390361593666e-4,5.06277945567892e-4,4.76405896383686e-4,6.09529675314559e-4,4.84570305641643e-4,6.90516812985002e-4,4.64661453287867e-4,3.45184466220717e-4,3.85354217072896e-4,3.73849025360429e-4,4.93626997377033e-4,5.39680105532223e-4
"GPEtn(17:0/20:5(5Z,8Z,11Z,14Z,17Z))",4.2984784879183e-4,5.63004698971027e-4,4.99259352002406e-4,6.65505591270119e-4,5.69333891612032e-4,0.00073882271434789505,9.39087558443347e-4,6.31564074689922e-4,7.64323243218291e-4,7.59542356390388e-4,0.00110475764464854,0.00103914832105008
"GPEtn(18:0/20:3(5Z,8Z,11Z))",6.83763875730907e-5,1.18175805678735e-4,8.75924694049214e-5,1.31227695067466e-4,1.22243238131814e-4,1.37373779961002e-4,5.9839245787267e-5,3.6449679061071e-5,3.7774357032389e-5,5.22435291590986e-5,3.99998495076079e-5,5.52189322306865e-5
"GPEtn(18:0/20:4(5E,8E,11E,14E))",1.51147135698248e-4,2.05814824395165e-4,1.53090254339859e-4,2.04754500754024e-4,2.37865054588337e-4,2.36839181899589e-4,2.95386057543879e-4,1.49160171438646e-4,2.00188205107937e-4,2.33026113400091e-4,1.99480418283062e-4,2.83901790075337e-4
"GPEtn(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",4.0737472304111e-4,5.58588573870144e-4,4.50646200896031e-4,5.34043585137871e-4,5.23117233467694e-4,7.00744204990829e-4,5.68593662202294e-4,4.04843964777765e-4,4.06305130821979e-4,5.01492428321938e-4,5.04004673464467e-4,6.46863448416668e-4
GPEtn(18:1(11E)/16:0),0.00604989842877856,0.00668906502560837,0.00588086470981355,0.00397816808500734,0.00652955091964988,0.00762954675842361,0.007866883084533,0.00448154042481873,0.00501570750641964,0.00659472652088107,0.0031089157474771998,0.00611439251840004
GPEtn(18:1(11E)/17:0),0.00218434306829403,0.00266129055589066,0.00274986624551657,0.00355571500319181,0.00295921012496432,0.00341732337878712,0.00450948067252923,0.00303652689404944,0.00348365954160959,0.00316820258202203,0.00360824377036876,0.00395088604469589
GPEtn(18:1(11Z)/15:1(9Z)),8.71422355819106e-6,1.49447653171325e-5,1.55130810549878e-5,1.52380814749732e-5,1.27112614867139e-5,2.71105571710003e-5,6.57136486944615e-5,3.48728844708899e-5,4.54142554237055e-5,5.03885842452184e-5,6.76175879583254e-5,9.60767131395614e-5
"GPEtn(18:1(4E)/22:5(7Z,10Z,13Z,16Z,19Z))",1.30383164335019e-4,1.24032152782388e-4,1.31240008555191e-4,1.01678346666244e-4,1.38800258648718e-4,1.35665963975949e-4,2.35975287034763e-4,1.83102328065001e-4,2.06838006612787e-4,2.39696837981372e-4,1.71167076545334e-4,2.43091639419828e-4
GPEtn(18:1(6Z)/18:0),9.54693430853244e-4,0.00123856497837301,0.00117556518688526,0.00144817347467356,0.00143249312161377,0.00153630374344304,0.0014668188166993,0.00138393099107469,0.00160359490775297,0.00163260276792803,9.62134879044597e-4,0.00155048753519764
"GPEtn(18:1(6Z)/20:4(5E,8E,11E,14E))",9.25781585692978e-5,1.48968827953042e-4,9.4323483601706e-5,1.17804682235135e-4,9.44934015727775e-5,1.68532761528814e-4,3.93125371721128e-4,2.25294830611151e-4,2.35029052792193e-4,2.99716278987485e-4,4.37869097015462e-4,4.49054726260961e-4
GPEtn(18:1(7Z)/18:1(17Z)),0.00287273373345531,0.00374490201996674,0.00356987420124596,0.00504744208656084,0.00432547909751092,0.00490988032315529,0.00695483684178158,0.00559967145610676,0.00640519248291853,0.00618715235590475,0.00553711005815468,0.00682321178912536
GPEtn(18:1(9E)/15:0),2.36248414761168e-4,2.74065327164789e-4,1.84991856815896e-4,2.48640563727195e-4,1.82770896271394e-4,3.19852308358144e-4,0.00188994962912645,0.00102884927035415,0.00118019470397483,0.00129118714237189,0.00177442553241351,0.00196067794523703
"GPEtn(18:1(9E)/20:3(5Z,8Z,11Z))",1.15619971517269e-4,2.14698235827014e-4,1.65059027168294e-4,2.24784117982694e-4,2.04422504771796e-4,2.35059196134155e-4,1.19695756261244e-4,7.31420006553862e-5,6.24875345995134e-5,8.84967405376487e-5,1.01443515254926e-4,1.13529354020611e-4
"GPEtn(18:2(2E,4E)/16:0)",1.67467108838334e-4,2.36306672113315e-4,1.59824229891023e-4,1.75810946095991e-4,1.55002771572765e-4,2.80401070758188e-4,4.59783847743225e-4,3.17234676223516e-4,2.78702191312485e-4,3.83853927283686e-4,4.1755897895209e-4,4.80198420233272e-4
"GPEtn(18:2(6Z,9Z)/18:1(11E))",6.3699905852619e-4,8.48320918899518e-4,6.87223639848062e-4,0.00100332683351986,7.92338710425996e-4,0.00116987272486662,0.00132896222921984,8.50922658898722e-4,0.00112579537265624,0.00112183683112189,0.00131049693462598,0.00167271509450188
"GPEtn(18:2(6Z,9Z)/18:1(9Z))",3.55973535763399e-4,4.49075216163818e-4,3.89644100563387e-4,5.42013775579039e-4,4.13630074625006e-4,5.40552825517544e-4,0.00109869724801824,9.39439898718121e-4,9.0966140700776e-4,0.00112031429326864,0.00148576042316395,0.00139075124188316
"GPEtn(18:4(9E,11E,13E,15E)/8:0)",7.52658189621754e-5,4.29526177378668e-5,2.67442938083299e-5,1.75817990783572e-5,1.00882012544427e-4,6.03092208402358e-5,7.97316524820827e-5,5.04120945681191e-5,4.62068597813681e-5,1.20131488596217e-4,1.94590265237254e-5,7.79610157133871e-5
GPEtn(20:1(11E)/17:1(9Z)),9.13401780791622e-6,9.99593150379207e-6,8.24109814956413e-6,1.56662801470527e-5,1.26262108719342e-5,1.37980995761045e-5,2.21998388366333e-5,1.71185860168117e-5,2.34462784137442e-5,2.18513941171186e-5,2.41723238530008e-5,2.26908709523014e-5
"GPEtn(20:3(5Z,8Z,11Z)/17:0)",6.92870945501654e-5,1.05994331645695e-4,1.09811771158972e-4,1.36551462100554e-4,1.13875364427272e-4,1.3531066844489e-4,1.5203333318583e-4,9.66014806181516e-5,9.07796623977656e-5,1.20734881841143e-4,1.291667646799e-4,1.28876176394252e-4
"GPEtn(20:3(8Z,11Z,14Z)/17:1(9Z))",3.56631457383278e-5,6.69448674009716e-5,6.01872949840397e-5,7.23022713920827e-5,6.00430993521509e-5,8.68732735188409e-5,6.52738423731248e-5,3.6869803857977e-5,4.89822863544101e-5,4.5907751131005e-5,6.66620210115841e-5,7.44041152589818e-5
"GPEtn(20:4(7E,10E,13E,16E)/17:0)",3.47185012030015e-5,6.11923940537665e-5,6.01824111354147e-5,7.99163558640025e-5,6.69442688202557e-5,7.50163268533094e-5,4.66879356096866e-5,4.2875308048002e-5,2.51181181911402e-5,4.24827673178148e-5,6.21229496580908e-5,5.70209929822086e-5
"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",7.43387811196468e-5,1.16498074141257e-4,6.79824570277534e-5,8.18026474650684e-5,9.47303941513176e-5,1.16967161782439e-4,8.39257075284013e-5,6.46629875444139e-5,4.29001793064609e-5,8.49348279970957e-5,6.95681383649847e-5,8.8313620035525e-5
"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/17:0)",1.49651494207942e-4,1.39364704497295e-4,1.06842562091034e-4,1.67824768712255e-4,1.20488487893133e-4,1.81626189377331e-4,2.52982242906578e-4,9.1199682305089e-5,1.84788966044063e-4,2.93546052112374e-4,1.45511257318185e-4,3.09541207009932e-4
"GPEtn(20:5(5Z,8Z,11Z,14Z,17Z)/19:0)",4.0577326617241e-5,5.52341909119447e-5,5.63699931084731e-5,6.75302424691448e-5,7.19100776771511e-5,6.75179589896077e-5,4.9555095176543e-5,3.52192655296473e-5,3.46205443609462e-5,4.15624849383994e-5,4.11419005310826e-5,4.17954709265925e-5
"GPIns(18:0/20:4(5E,8E,11E,14E))",5.95197312177671e-4,4.9658113355637e-4,4.82848345855628e-4,7.0342157683098e-4,4.39295690378887e-4,6.86910455913335e-4,4.81410087801998e-4,4.55245552919495e-4,3.56631813699329e-4,5.48883075281304e-4,4.07132753073193e-4,5.3374380052632e-4
GPIns(18:1(6Z)/18:1(9E)),5.65531449954448e-5,6.69942559398257e-5,4.99806533790149e-5,1.0675218820577e-4,4.94527877166866e-5,6.28419057321662e-5,3.02249435381852e-4,3.33921200333423e-4,2.75587046701346e-4,3.63622676402543e-4,2.48622034889829e-4,4.38263583110157e-4
"GPIns(18:1(6Z)/20:5(5Z,8Z,11Z,14Z,17Z))",0.00136899161492704,0.00173004884611941,0.00143029097123742,0.00122879968548802,0.00111589919046051,0.00186265387712394,0.00319660377036027,0.00253438962683951,0.00189990974334099,0.00236209502089253,0.00564320747362243,0.0037046630683625
"GPIns(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)",0.0196682891186197,0.022376809732374,0.0202379870536008,0.0191322027981485,0.0162716551634116,0.0236971712319632,0.0270397407616601,0.0193575085541296,0.0161134093833343,0.0228003159953784,0.0326828448837765,0.0252281336456227
"GPIns(18:3(9Z,12Z,15Z)/22:1(11Z))",7.6878899766911e-4,7.0057267442107e-4,5.11206930608884e-4,5.49582091014779e-4,0.00111093640606612,7.25189303227542e-4,9.0545707763245e-4,5.60138826320321e-4,3.39570098880961e-4,5.15043031047816e-4,0.00105827807687732,7.23546094208161e-4
"GPIns(22:1(11Z)/18:2(9Z,12Z))",0.00115169560681107,0.00108199023931519,8.99605691151633e-4,7.38199779079285e-5,2.0446258885854e-4,9.34442019660088e-4,0.00136023796220352,8.7646125959492e-4,5.09295802448363e-4,8.64313399538089e-4,0.00150674717835384,0.0010376269326416
GPSer(16:0/21:0),7.12862759119775e-5,1.38344830891657e-4,1.32168270024757e-4,1.06025614285928e-4,1.23564070679304e-4,1.23380236732612e-4,1.11981128435014e-4,9.66104716352647e-5,6.53745048580245e-5,1.02588017149645e-4,1.05469354681263e-4,9.54992316544827e-5
GPSer(17:0/21:0),2.26741699316368e-4,4.12169758174681e-4,4.02607945138611e-4,3.87825193856967e-4,3.74357691250555e-4,3.67202871950375e-4,3.14709552000622e-4,2.6853839560212e-4,1.92543266757853e-4,2.31810534106971e-4,2.95923208204192e-4,2.28354261653329e-4
"GPSer(17:0/24:4(5Z,8Z,11Z,14Z))",4.05720916750639e-5,8.6555864713898e-5,7.99758232949524e-5,6.80886180985994e-5,7.90377696508533e-5,7.63801055933704e-5,5.12744169359402e-5,4.56370263362827e-5,3.25278710749662e-5,4.41015113775259e-5,4.52145781294992e-5,4.19935409847218e-5
GPSer(17:1(9Z)/21:0),3.24994303044274e-5,4.30633486033205e-5,5.18350133602334e-5,4.08841118145454e-5,4.36593798920426e-5,4.55478861112534e-5,4.79493971099203e-5,4.0869134573371e-5,3.29196617185137e-5,3.98388308042376e-5,5.24649134880474e-5,3.74143169927348e-5
GPSer(17:1(9Z)/22:1(13Z)),6.28897013540495e-5,8.19966650371877e-5,9.11494017931339e-5,9.66906639212232e-5,9.85817698349305e-5,9.61196722445168e-5,1.19092674399523e-4,1.09486724288815e-4,7.18206456820993e-5,9.86161961775937e-5,1.45810922124414e-4,1.08849369198581e-4
"GPSer(17:1(9Z)/24:4(5Z,8Z,11Z,14Z))",8.71989894945045e-5,1.75269755402202e-4,1.8540812245649e-4,1.54690406643443e-4,1.53807885007442e-4,1.56896799510112e-4,2.84730089820151e-4,2.040203786825e-4,1.75822608306923e-4,2.09219658772488e-4,2.82722177451533e-4,2.39828633484938e-4
"GPSer(18:2(2E,4E)/18:1(9E))",6.1120951627565e-5,5.00596313114111e-5,9.95192989579714e-5,3.64877792137521e-5,9.70753892048704e-5,3.44255166766154e-5,1.3367025594885e-4,8.1685396835133e-5,8.88923789407559e-5,1.23456310383509e-4,2.85336285758193e-5,5.78831948150149e-5
GPSer(19:0/18:1(9E)),2.99015779378246e-5,6.68801376975112e-5,5.77164765940734e-5,4.48299602572857e-5,5.09938081012138e-5,6.25525044138659e-5,3.67365787124118e-5,2.96031205680873e-5,1.4963751538192e-5,3.61492604464863e-5,3.56421010688981e-5,3.36068909149016e-5
"GPSer(19:0/22:5(4Z,7Z,10Z,13Z,16Z))",7.15663706221668e-5,1.43581200690889e-4,1.26164813476053e-4,1.16363188338077e-4,1.15104080931767e-4,1.20895960597568e-4,1.17588428861793e-4,1.00043471655431e-4,7.51430653329181e-5,9.27583064519642e-5,1.47434947427268e-4,1.15233968261449e-4
GPSer(20:0/18:1(11E)),9.67118983254077e-5,1.69729929609964e-4,1.78988109930483e-4,1.45004941047633e-4,1.60658795921945e-4,1.62758291723545e-4,2.99070341798587e-4,2.36516780760045e-4,1.73817651195935e-4,2.45255169500203e-4,2.84347031170291e-4,2.50131298722626e-4
"GPSer(20:0/20:5(5Z,8Z,11Z,14Z,17Z))",4.28906260246881e-5,7.69315735581829e-5,8.19835620482907e-5,7.09803311632417e-5,6.90381090767319e-5,7.42227016716464e-5,1.24665999855784e-4,9.32773741279464e-5,7.83864164877391e-5,9.92103174592329e-5,1.67818072969104e-4,1.22924707448641e-4
"GPSer(20:1(11E)/20:2(5Z,8Z))",2.39756259585144e-5,5.77863804157197e-5,6.39590719413343e-5,6.6489628277049e-5,6.41988462595337e-5,6.4588876702528e-5,3.49634990312021e-5,2.13277797511602e-5,2.19393462416616e-5,2.14466254978775e-5,2.92130746395765e-5,2.8714838501339e-5
"GPSer(20:2(11Z,14Z)/21:0)",1.1964925715771e-5,1.77155928649148e-5,1.49532840607828e-5,1.3480875428129e-5,1.62231078363863e-5,1.75327690589428e-5,2.23542926378401e-5,1.93484366749793e-5,1.35629662529622e-5,1.58989682444685e-5,1.59702192005108e-5,1.45841414612843e-5
"GPSer(20:3(8Z,11Z,14Z)/21:0)",7.42503841527665e-5,1.48873035858149e-4,1.38755730730162e-4,1.20568190141503e-4,1.292192396872e-4,1.25626688709587e-4,1.20507706939856e-4,1.08640689233005e-4,7.51122633560617e-5,1.01930785667282e-4,9.90946666115579e-5,9.48687571333291e-5
"GPSer(20:4(5E,8E,11E,14E)/18:0)",6.43493910627754e-5,1.17449940458886e-4,1.2523555740276e-4,1.14897357341087e-4,1.13852338690905e-4,1.10521876464653e-4,2.27428625527244e-4,1.62899231771355e-4,1.44261983726959e-4,1.70674365405751e-4,2.59292581423074e-4,2.0266721081615e-4
"GPSer(20:4(5E,8E,11E,14E)/21:0)",1.27765913794103e-4,2.46193167100248e-4,2.30676729493545e-4,2.15104921691166e-4,2.12665038585781e-4,2.22765689544847e-4,2.16330145898154e-4,1.57424840632977e-4,1.20653502233647e-4,1.52898053730355e-4,2.04341709330165e-4,1.58648383604648e-4
GPSer(21:0/16:1(7Z)),2.74606450313472e-5,4.47949667708252e-5,4.05410302660759e-5,3.97361015218662e-5,4.12792669862092e-5,4.40022877836402e-5,1.4112990377206e-4,1.14946035439211e-4,7.38595623314111e-5,1.27761071189526e-4,1.09348390972271e-4,8.83055367819905e-5
"GPSer(21:0/18:3(9Z,12Z,15Z))",4.25485804839448e-5,6.7937187391446e-5,6.67097771877092e-5,4.43092202169858e-5,4.00506043291761e-5,6.0954923658136e-5,1.4262206706665e-4,9.26013357092587e-5,7.88391512335382e-5,9.8525617037432e-5,1.57811292234392e-4,1.14235501616716e-4
"GPSer(21:0/20:4(5Z,8Z,11Z,14Z))",9.07903263119962e-5,1.95424104032864e-4,1.74804240567211e-4,1.52045032591008e-4,1.28615657268132e-4,1.73993858497946e-4,2.52235564472211e-4,1.87901240458685e-4,1.39282640695882e-4,1.92814932936768e-4,1.72522740305263e-4,1.94574629256919e-4
"GPSer(22:0/18:2(9Z,12Z))",1.0678685632866e-5,3.17469656925199e-5,3.19493327705811e-5,2.9056849272851e-5,2.82851111010658e-5,2.64712182933525e-5,1.2684235593859e-5,9.67072038371207e-6,8.24897347911353e-6,1.15521626821072e-5,1.16805669678991e-5,1.41604861401157e-5
"GPSer(22:0/20:5(5Z,8Z,11Z,14Z,17Z))",3.14270022595831e-5,5.83500306655115e-5,5.57819835979932e-5,5.92755720584327e-5,5.14071465131378e-5,5.09004021061111e-5,1.42796198829883e-4,9.82620977300328e-5,8.8417215430839e-5,1.07451536029231e-4,1.40349955576216e-4,1.31975715804493e-4
GPSer(22:1(13Z)/16:1(7Z)),7.60955681614162e-6,1.01539177025365e-5,1.29903453138904e-5,1.38737753828583e-5,1.04032368987082e-5,9.78908883347068e-6,1.41028144302898e-5,1.14055960155536e-5,1.14625132461677e-5,1.109452936585e-5,2.01368852005804e-5,1.1169927391152e-5
